Range (m),Velocity (m/s),Detected,Estimated Range (m),Error Range (m),Estimated Velocity (m/s),Error Velocity (m),False Positives
99.3333121874553,4,1,99.3876052402951,0.0542930528397676,3.96641844580356,0.0335815541964388,0
99.1999746249464,4,1,99.2657219382785,0.0657473133320394,3.9836219995547,0.016378000445302,0
99.0666370624375,4,1,99.1129759915763,0.046338929138841,3.97891953728299,0.021080462717006,0
98.9332994999286,4,1,98.9493784949534,0.0160789950247988,3.97008478072383,0.0299152192761714,0
98.7999619374196,4,1,98.7965339928625,0.00342794455708884,3.97682835498495,0.0231716450150516,0
34.5001744534934,-33,1,34.6401819875802,0.140007534086848,-32.8098723010291,0.190127698970883,0
35.600209344192,-33,1,35.752568468951,0.152359124759023,-32.9510707510249,0.0489292489750852,0
36.7002442348907,-33,1,36.8539612317465,0.153716996855792,-32.8051045734103,0.194895426589724,0
37.8002791255894,-33,1,37.928540505793,0.128261380203654,-32.7966252156682,0.203374784331814,0
38.900314016288,-33,1,39.0085325863379,0.108218570049821,-32.9553913530372,0.0446086469628497,0
14.6667512501786,-16,1,14.740295301168,0.0735440509893763,-15.9667566688182,0.0332433311818434,0
15.2001015002143,-16,1,15.3148295549481,0.114728054733805,-15.9716154908572,0.0283845091428478,0
15.73345175025,-16,1,15.8067593661365,0.0733076158864421,-15.8414988041614,0.158501195838607,0
16.2668020002858,-16,1,16.2894806663225,0.0226786660367821,-15.9503910493891,0.0496089506109136,0
16.8001522503215,-16,1,16.8835637408023,0.0834114904808487,-15.9706188980809,0.029381101919121,0
97.8334549221317,-23,1,98.015681147962,0.182226225830291,-22.9217167203423,0.0782832796576969,0
98.6001459065581,-23,1,98.7017487230976,0.101602816539554,-22.9674453909053,0.0325546090946638,0
99.3668368909844,-23,1,99.3969698526387,0.0301329616542461,-22.8913270859941,0.108672914005886,0
100.133527875411,-23,1,100.259959888622,0.126432013211357,-22.9377138622049,0.0622861377951232,0
100.900218859837,-23,1,100.968059057835,0.0678401979973984,-22.9436452944889,0.0563547055111435,0
50.8333914844978,-11,1,50.8136358442278,0.0197556402699703,-10.9714284838472,0.0285715161527644,0
51.2000697813973,-11,1,51.2991732553556,0.0991034739582091,-10.9714736686117,0.0285263313882531,0
51.5667480782969,-11,1,51.5522747436429,0.0144733346540065,-10.9152781041603,0.0847218958397171,0
51.9334263751965,-11,1,52.0029582341537,0.0695318589572693,-10.9706553780211,0.0293446219789288,0
52.300104672096,-11,1,52.3800435423293,0.0799388702332706,-10.9146210987505,0.0853789012494666,0
85.9998096870982,36,1,85.878687412869,0.12112227422918,35.8320113377062,0.167988662293794,0
84.7997716245178,36,1,84.5970160249272,0.202755599590617,35.8983263361006,0.101673663899426,0
83.5997335619374,36,1,83.4804345034604,0.119299058477068,35.9171563584134,0.0828436415865923,0
82.3996954993571,36,1,82.2129900791268,0.186705420230282,35.8035046819381,0.196495318061942,0
81.1996574367767,36,1,81.0346295761476,0.165027860629124,35.9095794260618,0.0904205739382178,0
98.1666085155022,11,1,98.0452121341961,0.12139638130607,10.9584427707643,0.0415572292356678,0
97.7999302186027,11,1,97.8219140313638,0.0219838127611922,10.9671081937621,0.0328918062378882,0
97.4332519217031,11,1,97.3401996598753,0.0930522618277649,10.9619604467562,0.0380395532437614,0
97.0665736248035,11,1,97.1163784632705,0.0498048384669829,10.9756965180227,0.0243034819772614,0
96.699895327904,11,1,96.627894744139,0.0720005837650177,10.9696408804853,0.0303591195146637,0
109.499825546507,33,1,109.259854911847,0.239970634659514,32.961356075875,0.0386439241249974,0
108.399790655808,33,1,108.275894900539,0.12389575526926,32.797319432507,0.20268056749299,0
107.299755765109,33,1,107.20215000119,0.0976057639196171,32.9605852059144,0.0394147940855873,0
106.199720874411,33,1,106.002354497458,0.19736637695263,32.9647902873177,0.0352097126822528,0
105.099685983712,33,1,104.944217349124,0.15546863458755,32.7325047448959,0.267495255104052,0
68.3335025003572,-32,1,68.419422409602,0.0859199092447795,-31.8947297475126,0.105270252487404,0
69.4002030004286,-32,1,69.609833088154,0.20963008772533,-31.902259513759,0.0977404862409657,0
70.4669035005001,-32,1,70.5707108875059,0.103807387005801,-31.9183237781273,0.081676221872705,0
71.5336040005715,-32,1,71.7520003298694,0.218396329297875,-31.8649125254042,0.1350874745958,0
72.6003045006429,-32,1,72.7214041232149,0.12109962257199,-31.9358343227516,0.0641656772483863,0
46.8332963280469,7,1,46.8457754459868,0.0124791179399253,7.0020798969579,0.00207989695789568,0
46.5999555936562,7,1,46.4967311676035,0.103224426052734,6.99760064404038,0.00239935595961871,0
46.3666148592656,7,1,46.4371435469807,0.0705286877151394,6.9876047656537,0.0123952343463021,0
46.133274124875,7,1,46.09737916806,0.0358949568149853,7.00063087874249,0.000630878742486018,0
45.8999333904844,7,1,45.7963848577447,0.103548532739637,6.98305993131754,0.0169400686824641,0
83.3332804686384,10,1,83.2067809821264,0.126499486511946,9.85061399866783,0.149386001332168,0
82.9999365623661,10,1,82.9128608747404,0.0870756876256422,9.97936539475256,0.0206346052474373,0
82.6665926560937,10,1,82.6671279582021,0.000535302108403357,9.97207870728039,0.0279212927196113,0
82.3332487498214,10,1,82.2635350749201,0.0697136749013225,9.90497718448779,0.0950228155122126,0
81.9999048435491,10,1,81.9325159687849,0.0673888747642195,9.96436832903051,0.0356316709694866,0
90.8332011715959,25,1,90.7956253537571,0.0375758178388281,24.9366803848318,0.0633196151681616,0
89.9998414059151,25,1,89.9263646310524,0.0734767748627405,24.9641857559434,0.0358142440565814,0
89.1664816402343,25,1,89.0594720241563,0.107009616078045,24.9666207145618,0.0333792854382011,0
88.3331218745535,25,1,88.1899976194116,0.143124255141942,24.9543682119186,0.0456317880814296,0
87.4997621088727,25,1,87.3196337201147,0.180128388757979,24.8965156276578,0.103484372342216,0
49.1666719531362,-1,1,49.0687986303231,0.0978733228130793,-1.0116335719161,0.0116335719161009,0
49.2000063437634,-1,1,49.2787916026203,0.0787852588569535,-1.00759665573702,0.0075966557370224,0
49.2333407343906,-1,1,49.2713381218018,0.0379973874112025,-1.01060755741934,0.0106075574193365,0
49.2666751250179,-1,1,49.2511028937812,0.015572231236618,-1.0110617342526,0.0110617342526012,0
49.3000095156451,-1,1,49.2324411021967,0.0675684134483561,-1.0083195551211,0.00831955512109728,0
31.1667353907701,-13,1,31.2640217843863,0.0972863936161765,-12.9023781087588,0.0976218912411895,0
31.6000824689241,-13,1,31.7238052393601,0.123722770435926,-12.9184977706948,0.0815022293051868,0
32.0334295470782,-13,1,32.1627140703273,0.129284523249126,-12.934206735835,0.0657932641649968,0
32.4667766252322,-13,1,32.5941217670487,0.127345141816512,-12.9474795074578,0.0525204925421523,0
32.9001237033862,-13,1,33.0224157917938,0.122292088407612,-12.9561660755894,0.0438339244105759,0
56.3333121874553,4,1,56.2300504870378,0.103261700417562,3.93387975249859,0.0661202475014093,0
56.1999746249464,4,1,56.2575578884343,0.0575832634878779,3.96512377747557,0.0348762225244319,0
56.0666370624375,4,1,56.1191047565374,0.0524676940998816,3.95589653476328,0.0441034652367223,0
55.9332994999286,4,1,56.0012161922221,0.067916692293565,3.97670764540244,0.0232923545975559,0
55.7999619374196,4,1,55.8571790232992,0.0572170858795786,3.97538844732766,0.0246115526723356,0
110.999968281183,6,1,110.903446062832,0.0965222183514101,5.98607682483941,0.0139231751605902,0
110.79996193742,6,1,110.789417934258,0.0105440031612432,5.98381763472666,0.0161823652733428,0
110.599955593656,6,1,110.625107564689,0.0251519710326562,5.98397590860897,0.0160240913910279,0
110.399949249893,6,1,110.334181743979,0.0657675059140672,5.97998568402954,0.0200143159704558,0
110.199942906129,6,1,110.264747427269,0.0648045211393651,5.96521786549527,0.0347821345047308,0
43.4999841405915,3,1,43.5994435720052,0.0994594314137345,2.99704964416295,0.00295035583705117,0
43.3999809687098,3,1,43.4220520011393,0.0220710324294728,3.00220178086502,0.00220178086502054,0
43.2999777968281,3,1,43.2372759096013,0.062701887226865,2.99653044029137,0.00346955970862695,0
43.1999746249464,3,1,43.1800761601104,0.0198984648360394,2.95977636348068,0.0402236365193192,0
43.0999714530647,3,1,43.1309494794548,0.0309780263900734,2.99432301069308,0.00567698930692195,0
71,0,1,70.9179416755067,0.0820583244933459,0.00315322224393779,0.00315322224393779,0
71,0,1,70.9146819107049,0.085318089295086,-0.00331057064678131,0.00331057064678131,0
71,0,1,70.9149507920093,0.0850492079907497,-0.0025956063392871,0.0025956063392871,0
71,0,1,70.9167122553455,0.08328774465447,0.00058596088578925,0.00058596088578925,0
71,0,1,70.9155242216907,0.0844757783092547,0.00306350914721561,0.00306350914721561,0
